target,method,sample_rate_hz,prototype_taps,taps,fft_size,phase_delay_samples,iterations,relative_magnitude_error,rms_magnitude_error_db,max_magnitude_error_db,mean_group_delay,group_delay_ripple,minimum_phase_taps,off_centre_linear_energy
room-correction,mixed-phase,48000,2049,1025,8192,320,3,0.00704558148,0.450734295,8.74398585,320.590808,3.38136297,385,0.0128265911
room-correction,mixed-phase,48000,2049,1025,8192,352,2,0.0150183913,0.538787741,8.39521166,352.607644,3.82878712,321,0.00361704081
room-correction,mixed-phase,48000,2049,1025,8192,384,1,0.00453801161,0.361700323,6.80078181,384.577139,3.34253485,257,0.00525756663
room-correction,mixed-phase,48000,2049,1025,8192,416,1,0.0112395127,0.751563955,18.1416128,416.566872,3.2213524,193,0.0129220638
room-correction,mixed-phase,48000,2049,1025,8192,448,1,0.00360273241,0.274735818,7.99108405,448.55197,1.75921938,129,0.0133507595
room-correction,mixed-phase,48000,2049,1025,8192,480,10,0.00357486044,0.246870426,6.43738962,480.523342,1.48834861,65,0.0167913877
room-correction,mixed-phase,48000,2049,1025,8192,512,0,0.00280486147,0.249554339,5.51184682,512,1.23870574e-11,1,0.044467129
room-correction,linear-phase,48000,2049,65,8192,32,0,0.0345244622,1.18477182,20.6259556,32,2.02511582e-14,1,0.0434169012
room-correction,linear-phase,48000,2049,129,8192,64,0,0.02508558,0.905176075,11.9498554,64,7.2149703e-14,1,0.0439288916
room-correction,linear-phase,48000,2049,193,8192,96,0,0.0230441622,1.19697122,14.3876518,96,6.53578439e-12,1,0.044012805
room-correction,linear-phase,48000,2049,257,8192,128,0,0.0205911412,1.38069554,24.6411806,128,2.82807936e-13,1,0.0441044565
room-correction,linear-phase,48000,2049,321,8192,160,0,0.0183313767,1.54620293,38.0016248,160,1.93798975e-11,1,0.0441783178
room-correction,linear-phase,48000,2049,385,8192,192,0,0.0162144323,1.24755119,26.7473656,192,1.30824727e-11,1,0.0442387057
room-correction,linear-phase,48000,2049,449,8192,224,0,0.0142220604,1.18667809,40.0710647,224,1.06242421e-11,1,0.0442905676
room-correction,linear-phase,48000,2049,513,8192,256,0,0.0122858993,1.0427283,31.8317744,256,2.54277608e-12,1,0.0443356368
room-correction,linear-phase,48000,2049,577,8192,288,0,0.0106359537,1.29870261,62.0530759,288,1.3442107e-10,1,0.044369819
room-correction,linear-phase,48000,2049,641,8192,320,0,0.00910588727,1.32768024,65.8408118,320,1.35493439e-09,1,0.0443979401
room-correction,linear-phase,48000,2049,705,8192,352,0,0.00777475955,1.03144008,37.465005,352,4.03815532e-11,1,0.0444193194
room-correction,linear-phase,48000,2049,769,8192,384,0,0.00655171211,0.863783857,32.5907977,384,2.61890728e-11,1,0.044435681
room-correction,linear-phase,48000,2049,833,8192,416,0,0.00545707557,0.560210862,16.7292101,416,4.75210126e-11,1,0.0444474025
room-correction,linear-phase,48000,2049,897,8192,448,0,0.00442909963,0.416165545,11.1224102,448,1.69132405e-11,1,0.0444565251
room-correction,linear-phase,48000,2049,961,8192,480,0,0.00355084519,0.320722266,7.5535028,480,4.24404709e-11,1,0.0444628398
room-correction,linear-phase,48000,2049,1025,8192,512,0,0.00280486147,0.249554339,5.51184682,512,1.23870574e-11,1,0.044467129
steep-crossover,mixed-phase,48000,2049,129,8192,0,0,0.0435290623,62.9325449,74.7895923,52.6177429,5.6173293,129,0
steep-crossover,mixed-phase,48000,2049,129,8192,4,1,0.450015986,38.1436401,55.8572268,52.7168366,5.75559161,121,0.877902702
steep-crossover,mixed-phase,48000,2049,129,8192,8,1,0.142245425,33.0320251,55.2480702,52.8667471,6.05637546,113,0.91963606
steep-crossover,mixed-phase,48000,2049,129,8192,12,2,0.0587345807,22.8496659,42.7601767,53.0091791,6.40482644,105,0.928966424
steep-crossover,mixed-phase,48000,2049,129,8192,16,6,0.0596273008,7.98333335,28.2997819,53.0743097,6.56279595,97,0.930341411
steep-crossover,mixed-phase,48000,2049,129,8192,20,3,0.0576220759,9.6248966,47.7988723,53.0821911,6.61853872,89,0.938180501
steep-crossover,mixed-phase,48000,2049,129,8192,24,1,0.0848790333,13.3767172,41.7588696,59.1717556,3.88988355,81,0.94106344
steep-crossover,mixed-phase,48000,2049,129,8192,28,5,0.0610835017,5.74111296,27.2842193,54.3904597,5.01566415,73,0.945451835
steep-crossover,mixed-phase,48000,2049,129,8192,32,1,0.156637281,23.9629477,43.0966097,65.4227713,0.054827246,65,0.950778756
steep-crossover,mixed-phase,48000,2049,129,8192,36,1,0.123291891,12.0906872,41.1915107,67.6384358,0.0591801301,57,0.951159873
steep-crossover,mixed-phase,48000,2049,129,8192,40,1,0.0892897526,21.8769217,43.212102,69.9798162,0.0137701394,49,0.954666854
steep-crossover,mixed-phase,48000,2049,129,8192,44,2,0.0716972493,25.4600555,47.7949629,81.9607901,8.06153073,41,0.967214555
steep-crossover,mixed-phase,48000,2049,129,8192,48,1,0.0522326972,40.1074064,62.4951229,74.5993346,0.748082374,33,0.960739511
steep-crossover,mixed-phase,48000,2049,129,8192,52,1,0.0436629469,42.4891138,64.4125581,70.8455969,0.152187381,25,0.959621692
steep-crossover,mixed-phase,48000,2049,129,8192,56,1,0.0484318065,24.7540492,51.8257623,75.9538461,5.17979479,17,0.966874265
steep-crossover,mixed-phase,48000,2049,129,8192,60,3,0.0420695421,28.1885519,52.8646373,65.1241536,0.0155667605,9,0.960326047
steep-crossover,mixed-phase,48000,2049,129,8192,64,0,0.0412757286,50.7739322,67.8874499,64,2.22326126e-14,1,0.960815481
steep-crossover,mixed-phase,48000,2049,257,8192,0,0,0.00047229644,24.8256695,34.5942932,52.3926188,5.71733711,257,0
steep-crossover,mixed-phase,48000,2049,257,8192,8,3,0.0090086558,1.77868875,18.57951,52.3925699,5.71873112,241,0.851409758
steep-crossover,mixed-phase,48000,2049,257,8192,16,1,0.0124201957,5.2336951,28.8796775,63.0434678,5.19717035,225,0.881858004
steep-crossover,mixed-phase,48000,2049,257,8192,24,2,0.0063150406,2.05717021,19.857489,68.8976235,5.3875301,209,0.884896283
steep-crossover,mixed-phase,48000,2049,257,8192,32,1,0.00697258984,7.60856164,23.7637356,74.6383843,6.77424988,193,0.905436089
steep-crossover,mixed-phase,48000,2049,257,8192,40,1,0.00826612833,5.8374181,35.1564033,82.3952969,6.37211238,177,0.901780985
steep-crossover,mixed-phase,48000,2049,257,8192,48,1,0.00886940082,7.58036542,38.9101562,88.8335348,6.9281686,161,0.920481291
steep-crossover,mixed-phase,48000,2049,257,8192,56,3,0.0406079362,11.8410979,34.8138996,96.0705107,5.66416597,145,0.929406712
steep-crossover,mixed-phase,48000,2049,257,8192,64,4,0.0245228403,7.90318385,45.2177805,100.619303,7.01585865,129,0.933618608
steep-crossover,mixed-phase,48000,2049,257,8192,72,2,0.0329575894,6.13752109,40.1344097,103.95103,5.61078094,113,0.93754546
steep-crossover,mixed-phase,48000,2049,257,8192,80,1,0.0212302109,12.4041056,45.4050564,113.164444,2.17216956,97,0.944297642
steep-crossover,mixed-phase,48000,2049,257,8192,88,1,0.0169920638,9.19471733,53.4492778,120.686639,0.468706714,81,0.945938067
steep-crossover,mixed-phase,48000,2049,257,8192,96,1,0.0125134459,7.92823016,49.8082802,121.322827,0.887192842,65,0.954636151
steep-crossover,mixed-phase,48000,2049,257,8192,104,1,0.0080738501,7.79251038,29.586299,125.260082,0.756455916,49,0.958215364
steep-crossover,mixed-phase,48000,2049,257,8192,112,2,0.00439387076,16.1273293,43.3646529,129.498169,0.159947661,33,0.960051318
steep-crossover,mixed-phase,48000,2049,257,8192,120,1,0.00307444247,19.5141023,53.226905,132.595704,0.0252325733,17,0.960453414
steep-crossover,mixed-phase,48000,2049,257,8192,128,0,0.00301900442,28.0447882,53.6173208,128,6.77774384e-14,1,0.960882249
steep-crossover,mixed-phase,48000,2049,513,8192,0,0,2.25934578e-08,0.00122120128,0.0147203882,52.3895092,5.70492842,513,0
steep-crossover,mixed-phase,48000,2049,513,8192,16,1,0.0213747164,0.0891146384,0.400330303,66.7275196,5.78113124,481,0.531059134
steep-crossover,mixed-phase,48000,2049,513,8192,32,3,0.00688314029,0.0394251388,0.370729702,81.8396734,5.05007677,449,0.667033534
steep-crossover,mixed-phase,48000,2049,513,8192,48,1,0.00811937726,0.0952601822,1.05982933,97.6899152,5.9778152,417,0.668676766
steep-crossover,mixed-phase,48000,2049,513,8192,64,2,0.000423585242,0.294915038,3.16083265,110.688981,5.63906357,385,0.780988826
steep-crossover,mixed-phase,48000,2049,513,8192,80,1,0.00980551426,0.872612419,7.48383326,127.612602,5.49125828,353,0.769356362
steep-crossover,mixed-phase,48000,2049,513,8192,96,1,0.00812985464,1.00957211,11.2616454,142.433948,5.36413791,321,0.81770903
steep-crossover,mixed-phase,48000,2049,513,8192,112,1,0.00321711774,1.89748198,17.140877,157.803726,5.73751872,289,0.838722811
steep-crossover,mixed-phase,48000,2049,513,8192,128,1,0.0091166165,1.58356205,18.1051024,172.337077,5.36941582,257,0.885308896
steep-crossover,mixed-phase,48000,2049,513,8192,144,2,0.0386884701,2.60568919,22.9360263,188.120975,9.44922044,225,0.912873227
steep-crossover,mixed-phase,48000,2049,513,8192,160,3,0.0728756078,15.089703,36.6421822,197.703405,7.90668011,193,0.939017832
steep-crossover,mixed-phase,48000,2049,513,8192,176,1,0.0344733902,7.43116019,34.9930164,216.024914,5.65413164,161,0.929592201
steep-crossover,mixed-phase,48000,2049,513,8192,192,1,0.0475931084,7.72467499,50.1555092,229.027294,4.98565383,129,0.941197249
steep-crossover,mixed-phase,48000,2049,513,8192,208,1,0.000539558419,2.27246737,27.3545493,236.321304,1.92787866,97,0.943822839
steep-crossover,mixed-phase,48000,2049,513,8192,224,1,6.55476746e-05,0.31141931,3.0368349,242.183214,0.628662429,65,0.954245024
steep-crossover,mixed-phase,48000,2049,513,8192,240,1,2.527002e-05,1.1647687,9.64824106,248.885348,0.0932869534,33,0.959865634
steep-crossover,mixed-phase,48000,2049,513,8192,256,0,1.46276121e-05,0.343060347,3.53843511,256,1.71550473e-13,1,0.960882608
steep-crossover,mixed-phase,48000,2049,1025,8192,0,0,2.84856285e-15,3.81291465e-11,8.89003848e-10,52.3895089,5.70492769,1025,0
steep-crossover,mixed-phase,48000,2049,1025,8192,32,6,2.4661172e-07,1.90144036e-06,9.3192304e-06,84.3502496,5.69684344,961,0.0260529354
steep-crossover,mixed-phase,48000,2049,1025,8192,64,8,4.1647678e-08,3.90324409e-07,2.07414613e-06,116.33744,5.70322503,897,0.0317040652
steep-crossover,mixed-phase,48000,2049,1025,8192,96,8,1.98690014e-08,1.84043839e-07,9.92255874e-07,148.339337,5.70645731,833,0.0317037368
steep-crossover,mixed-phase,48000,2049,1025,8192,128,8,3.82430573e-09,9.05852061e-08,6.3505328e-07,180.338596,5.70415517,769,0.0317036128
steep-crossover,mixed-phase,48000,2049,1025,8192,160,7,1.410711e-08,2.8355647e-07,3.26084976e-06,212.342684,5.70502158,705,0.0289513378
steep-crossover,mixed-phase,48000,2049,1025,8192,192,8,4.40769543e-07,5.69983245e-06,6.98293227e-05,244.354667,5.70528098,641,0.0228517734
steep-crossover,mixed-phase,48000,2049,1025,8192,224,1,6.84657521e-05,0.000317014714,0.00279080455,276.148362,5.70692016,577,0.254968442
steep-crossover,mixed-phase,48000,2049,1025,8192,256,1,1.11970627e-05,0.00137054565,0.0163400184,307.422885,5.70429451,513,0.421976998
steep-crossover,mixed-phase,48000,2049,1025,8192,288,1,0.000702577046,0.988947917,13.8386322,338.153766,5.68151732,449,0.825010386
steep-crossover,mixed-phase,48000,2049,1025,8192,320,3,0.0063899203,2.42813265,30.8921813,359.54989,6.78473398,385,0.918637467
steep-crossover,mixed-phase,48000,2049,1025,8192,352,2,0.0104805383,0.570946331,10.8334969,398.897656,5.67672105,321,0.832104003
steep-crossover,mixed-phase,48000,2049,1025,8192,384,1,0.0100811736,1.2758546,25.605698,428.7798,5.6437905,257,0.882862468
steep-crossover,mixed-phase,48000,2049,1025,8192,416,1,0.023075555,2.49789898,29.9518763,457.135652,5.66677765,193,0.917886
steep-crossover,mixed-phase,48000,2049,1025,8192,448,1,0.00937143348,3.09622187,33.8182725,483.291602,5.01729302,129,0.939971922
steep-crossover,mixed-phase,48000,2049,1025,8192,480,2,1.31596734e-09,3.27929735e-06,3.5591445e-05,495.156163,0.635453383,65,0.954227469
steep-crossover,mixed-phase,48000,2049,1025,8192,512,0,2.50317293e-10,1.21946463e-05,0.000146322084,512,4.61999027e-13,1,0.960882608
steep-crossover,linear-phase,48000,2049,65,8192,32,0,0.147854141,60.4763954,78.2428716,32,1.03013861e-14,1,0.959995552
steep-crossover,linear-phase,48000,2049,129,8192,64,0,0.0412757286,50.7739322,67.8874499,64,2.22326126e-14,1,0.960815481
steep-crossover,linear-phase,48000,2049,193,8192,96,0,0.0112943069,39.6492387,56.1991988,96,5.43862241e-14,1,0.960877584
steep-crossover,linear-phase,48000,2049,257,8192,128,0,0.00301900442,28.0447882,53.6173208,128,6.77774384e-14,1,0.960882249
steep-crossover,linear-phase,48000,2049,321,8192,160,0,0.000804014274,16.7001359,35.6082348,160,1.17880973e-13,1,0.960882582
steep-crossover,linear-phase,48000,2049,385,8192,192,0,0.000212814902,6.44832283,23.8374341,192,1.52381465e-13,1,0.960882606
steep-crossover,linear-phase,48000,2049,449,8192,224,0,5.59691659e-05,1.32173053,10.6222553,224,1.5000274e-13,1,0.960882608
steep-crossover,linear-phase,48000,2049,513,8192,256,0,1.46276121e-05,0.343060347,3.53843511,256,1.71550473e-13,1,0.960882608
steep-crossover,linear-phase,48000,2049,577,8192,288,0,3.79890907e-06,0.0828178811,0.874551467,288,2.40590838e-13,1,0.960882608
steep-crossover,linear-phase,48000,2049,641,8192,320,0,9.80314864e-07,0.0227627676,0.256261884,320,2.86744594e-13,1,0.960882608
steep-crossover,linear-phase,48000,2049,705,8192,352,0,2.51325101e-07,0.00612291269,0.070970504,352,3.25117885e-13,1,0.960882608
steep-crossover,linear-phase,48000,2049,769,8192,384,0,6.40019634e-08,0.00174866629,0.0201084022,384,3.87181382e-13,1,0.960882608
steep-crossover,linear-phase,48000,2049,833,8192,416,0,1.61859382e-08,0.00050975903,0.00598432046,416,3.69844784e-13,1,0.960882608
steep-crossover,linear-phase,48000,2049,897,8192,448,0,4.06389924e-09,0.000148702621,0.00176260152,448,3.95096941e-13,1,0.960882608
steep-crossover,linear-phase,48000,2049,961,8192,480,0,1.01263509e-09,4.29271273e-05,0.000512155369,480,4.51640827e-13,1,0.960882608
steep-crossover,linear-phase,48000,2049,1025,8192,512,0,2.50317293e-10,1.21946463e-05,0.000146322084,512,4.61999027e-13,1,0.960882608
